result,state,turn
WW,OBOOBBOBOOOOOOWOOOOOOOWOOOOOOBOWOOOBOBOOKWOOBOOBWOWOOBOOOOOOOOOBOOOOOOOOOOOOBBOOO,B
WW,OBOOBBOBOOOOOOWOOOOOOOWOOOOOOBOWOOOBOBOOKWOOBOOBOBWOOBOOOOOOOOOBOOOOOOOOOOOOOBOOO,W
WW,OBOOBBOBOOOOOOOOOOOOOOWOOOOOOBOWWOOBOBOOKWOOBOOBOBWOOBOOOOOOOOOBOOOOOOOOOOOOOBOOO,B
WW,OBOOBOBBOOOOOOOOOOOOOOWOOOOOOBOWWOOBOBOOKWOOBOOBOBWOOBOOOOOOOOOBOOOOOOOOOOOOOBOOO,W
WW,OBOOBOBBOOOOOOOOOOOOOOWOOOOOOBOWWOOBOBOOKWOOBOOBOBOOOBOOOOOWOOOBOOOOOOOOOOOOOBOOO,B
WW,OOBOBOBBOOOOOOOOOOOOOOWOOOOOOBOWWOOBOBOOKWOOBOOBOBOOOBOOOOOWOOOBOOOOOOOOOOOOOBOOO,W
WW,OOBOBOBBOOOOOOOOOOOOOOWOOOOOOBOWWOOBOBOOKWOOBOOBOOOOOBOOOOWOOOOBOOOOOOOOOOOOOBOOO,B
WW,OOBOBOBBOOOOOOOOOOOOOOWOOOOOOBOWWOOBOBOOKWOOBOOBOOBOOOOOOOWOOOOBOOOOOOOOOOOOOBOOO,W
WW,OOBOBOBBOOOOOOOOOOOOOOWOOOOOOBOWWOOBOBOOKWOOBOOBOOOOOOOOOOOWOOOBOOOOOOOOOOOOOBOOO,B
WW,OOBOBOBBOOOOOOOOOBOOOOWOOOOOOBOWWOOOOBOOKWOOBOOBOOOOOOOOOOOWOOOBOOOOOOOOOOOOOBOOO,W
WW,OOBOBOBBOOOOOOOOOBOOOOWOOOOOOBOWWOOOOBOOKWOOBOOBOOOOOOOOOWOOOOOBOOOOOOOOOOOOOBOOO,B
WW,OOBOBOBBOOOOOOOOOBOOOOWOOOOOOBOWWOOOOBOOKWOOBOOBOOBOOOOOOWOOOOOBOOOOOOOOOOOOOOOOO,W
WW,OOBOBOBBOOOOOOOOOBOOOOWOOOOOOBOWWOOOOBOOKWOOBOOBOOOOOOOOOOOWOOOBOOOOOOOOOOOOOOOOO,B
WW,OBBOBOBBOOOOOOOOOBOOOOWOOOOOOBOWWOOOOOOOKWOOBOOBOOOOOOOOOOOWOOOBOOOOOOOOOOOOOOOOO,W
WW,OBBOBOBBOOOOOOOOOBOOOOWOOOOOOBOWWOOOOOOOKOOOBOOBOOWOOOOOOOOWOOOBOOOOOOOOOOOOOOOOO,B
WW,OBBOBOBBOOOOOOOOOOOOOOWOOOBOOBOWWOOOOOOOKOOOBOOBOOWOOOOOOOOWOOOBOOOOOOOOOOOOOOOOO,W
WW,OBBOBOBBOOOOOOOOOOOOOOWOOOBOOBOWWOOOOOOOTOKOBOOBOOWOOOOOOOOWOOOBOOOOOOOOOOOOOOOOO,B
WW,OBBOBOBBOOOOOOOOOBOOOOWOOOOOOBOWWOOOOOOOTOKOBOOBOOWOOOOOOOOWOOOBOOOOOOOOOOOOOOOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWWOOOBBBWOKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWWOOOBBBOBKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWWOOOBBBOOKWWBBBOOWOOOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWWOOOBBOOBKWWBBBOOWOOOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWWOOOBBOOBKOWBBBOOWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,B
BW,OOOBBOOOOOOOOBOOOOOOOOWOOOOBOOWWOOOBBOOBKBOBBBOOWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,W
BW,OOOBBOOOOOOOOBOOOOOOOOWOOOOBOOWOWOOBBOOBKOOBBBOOWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,B
BW,OOOBBOOOOOOOOBOOOOOOOOWOOOOBOOWOWOOBBOOBKBOOBBOOWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,W
BW,OOOBBOOOOOOOOBOOOOOOOOWOOOOBOWOOWOOBBOOBKBOOBBOOWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,B
BW,OOOOBOOOOOOOOBOOOOOOOOWOOOOBOWBOWOOBBOOBKBOOBBOOWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,W
BW,OOOOBOOOOOOOOBOOOOOOOOOOOOOBOWOWWOOBBOOBKBOOBBOOWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,B
BW,OOOOBOOOOOOOOBOOOOOOOOOOOOOBOWOWWOOBBOOBKBOOBOOBWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,W
BW,OOOOBOOOOOOOOBOOOOOOOOOOOOOBOWWOWOOBBOOOKBOOBOOBWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,B
BW,OOOOBOOOOOOOOOOOOOOOOOOOOOOBOWWBWOOBBOOOKBOOBOOBWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,W
BW,OOOOBOOOOOOOOOOOOOOOOOOOOOOBOWWBOOWBBOOOKBOOBOOBWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,B
BW,OOOOBOOOOOOOOOOOOOOOOOOOOOOBOWWBOOWBBOOOKBOOBOOBWOOOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOOBOOOOOOOOOOOOOOOOOOOOOOBOWWOWOOBBOOOKBOOBOOBWOOOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOOOOOBOWWBWOOBBOOOKBOOBOOBWOOOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOOOOOBOWWBWOOBBOOOKOOOBOOBOOWOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOOOOOBOWWBWOOBBOOOKBOOOOOBOOOOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOOOOOBOWWBOWOBBOOOKBOOOOOBOOOOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOOOOOBOWWBBWOBBOOOKOOOOOOBOOOOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOOOOOBOWWBBOOBBOOOKOOOOOOBOOOOOBOOOOWOWOOOOOOBOOOOOOOOBOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOOOOOBOWWBBOOBBOOOKOOOOOOBOBOOOOOOOOOOWOOOOOOBOOOOOOOOBOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOOOOOBOWWBBOOBBOOOKOOOOOOBOOOOOOOOOOWOOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOOOOOBOWWBBOOBOOOBKOOOOOOBOOOOOOOOOOWOOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOOOOOBOWWBBOOBOOOBTKOOOOOBOOOOOOOOOOWOOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOOOOOBOWWBBBOOOOOBTKOOOOOBOOOOOOOOOOWOOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOWOOOOOBOWOBBBOOOOOBTKOOOOOBOOOOOOOOOOWOOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOWOOOOOBOWOBBOOOOOOBTKBOOOOBOOOOOOOOOOWOOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOBOWOBOOOOOOOBTKBOOOOBOOOOOOOOOOWOOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOBOWOBOOOOOOOBTKBOOOOOOOBOOOOOOOWOOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOBOWOBOOOOOOOBTKBOOOOOOOOOOOOOOOOWOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOBOWOBOOOOOOOBTKBOOOOOOBOOOOOOOOOWOOOOOOOOOOOOOOOOBOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOBOWOBOOOOOOOBTKBOOOOOOOOOOOOOOOWOOOOOOOOOOOOOOOOOBOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOBOWOOOBOOOOOBTKBOOOOOOOOOOOOOOOWOOOOOOOOOOOOOOOOOBOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOBOOWOOBOOOOOBTKBOOOOOOOOOOOOOOOWOOOOOOOOOOOOOOOOOBOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOOOOWOOBOOOOOBTKBOOBOOOOOOOOOOOOWOOOOOOOOOOOOOOOOOBOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOOOOWOOBOOOOOBTKBOOBOOOOOOOOOOOOOOWOOOOOOOOOOOOOOOBOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOOOOWOOBOOOOOBTKBOOBOOOOOOOOOOOOBOWOOOOOOOOOOOOOOOOOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOOOWOOOBOOOOOBTKBOOBOOOOOOOOOOOOBOWOOOOOOOOOOOOOOOOOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOOOWBOOBOOOOOOTKBOOBOOOOOOOOOOOOBOWOOOOOOOOOOOOOOOOOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOOOWBOOBOOOOOOTOBOOBOOOOKOOOOOOOBOWOOOOOOOOOOOOOOOOOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOOOWBOOBOOOOOOTOBOOOOOOBKOOOOOOOBOWOOOOOOOOOOOOOOOOOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOOOWBOOBOOOOOOTOBOOOOOOBKWOOOOOOBOOOOOOOOOOOOOOOOOOOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOOOWBOOBOOOOOOTOBOOOOOOBKOOOOOOOOOBOOOOOOOOOOOOOOOOOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOOOWBOOBOOOOOOTKOOOOOOOBOOOOOOOOOOBOOOOOOOOOOOOOOOOOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOOOWOOBBOOOOOOTKOOOOOOOBOOOOOOOOOOBOOOOOOOOOOOOOOOOOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOOOOWOBBOOOOOOTKOOOOOOOBOOOOOOOOOOBOOOOOOOOOOOOOOOOOOOO,B
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOOOOWOBOOOOOOOTKBOOOOOOBOOOOOOOOOOBOOOOOOOOOOOOOOOOOOOO,W
BW,OOOOOOOOOOOOOOOOOOOOOOOWOOOOOOOWBOOOOOOOTKBOOOOOOBOOOOOOOOOOBOOOOOOOOOOOOOOOOOOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWWOOOBBBWOKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWWOOOBBBOBKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWWOOOBBBOOKWWBBBOOWOOOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWWOOOBBOOBKWWBBBOOWOOOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWWOOOBBOOBKOWBBBOOWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,B
BW,OOOBBOOOOOOOOBOOOOOOOOWOOOOBOOWWOOOBBOOBKBOBBBOOWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,W
BW,OOOBBOOOOOOOOBOOOOOOOOWOOOOBOOWOWOOBBOOBKOOBBBOOWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,B
BW,OOOBBOOOOOOOOBOOOOOOOOWOOOOBOOWOWOOBBOOBKBOOBBOOWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,W
BW,OOOBBOOOOOOOOBOOOOOOOOWOOOOBOWOOWOOBBOOBKBOOBBOOWOWOOBOOOOWOOOOOOOOBOOOOOOOOBBOOO,B
BW,OOOBBOOOOOOOOBOOOOOOOOWOOOOBOWOOWOOBBOOBKBOOBBOOWOOOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOBBOOOOOOOOBOOOOOOOOWOOOOBOOWOWOOBBOOOKBOOBBOOWOOOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOBBOOOOOOOOBOOOOOOOOWOOOOBOOWOWOOBOOOBKBOOBBOOWOOOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOBBOOOOOOOOBOOOOOOWOOOOOOBOOWOWOOBOOOBKBOOBBOOWOOOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOBBOOOOOOOOOOOOOOOWOOOOOOBOOWBWOOBOOOBKBOOBBOOWOOOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOBBOOOOOOOOOOOOOOOWOOOOOOBOOWBWOOBOOOBTBOOBBOOWKOOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOBBOOOOOOOOOOOOOOOWOOOOOOBOOWBOBOOOOOBTBOOBBOOWKOOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOBBOOOOOOOOOOOOOOOWOOOOOOBOOWBOBOOOOOBTBOOBBWOOKOOOBOOOOWBOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOBBOOOOOOOOOOOOOOOWOOOOOOBOOWBOBOOOOOBTBOOBBWOOKOOOBOOOOWBOOOOOBOOOOOOOOOOBOOOO,W
BW,OOOBBOOOOOOOOOOOOOOOOOWOOOOBOOWOOBOOOOOBTBOOBBWOOKOOOBOOOOWBOOOOOBOOOOOOOOOOBOOOO,B
BW,OOOBBOOOOOOOOOOOOOOOOOWOOOOBOOWOOBOOOOOBTBOOBBOBOKOOOBOOOOWBOOOOOOOOOOOOOOOOBOOOO,W
BW,OOOBBOOOOOOOOOOOOOOOWOOOOOOBOOWOOBOOOOOBTBOOBBOBOKOOOBOOOOWBOOOOOOOOOOOOOOOOBOOOO,B
BW,OOOBBOOOOOOOOOOOOOOOWOOOOOOBOOWOOBOOOOOOTBOOBBOBOKOOOBOOOBOBOOOOOOOOOOOOOOOOBOOOO,W
BW,OOOBBOOOOOOOOOOOOOOOWOOOOOOBOOWOOBOOOOOOTBOOBBOBOOOKOBOOOBOBOOOOOOOOOOOOOOOOBOOOO,B
BW,OOOBBOOOOOOOOOOOOOOOWOOOOOOBOOWOOBOOOOOOTBOOBBOBOOOKOBOOOBOOBOOOOOOOOOOOOOOOBOOOO,W
BW,OOOBBOOOOOOOOOOOOOOOWOOOOOOBOOOWOBOOOOOOTBOOBBOBOOOKOBOOOBOOBOOOOOOOOOOOOOOOBOOOO,B
WW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
WW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWWOOOBBBWOKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
WW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWWOOOBBBWOKWWBBBOOOWOOOBOOOOWOOOOOOOOOOOOBOOOBBBOOO,W
WW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWOWOOBBBWOKWWBBBOOOWOOOBOOOOWOOOOOOOOOOOOBOOOBBBOOO,B
WW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWOWOOBBBWOKWWBBBOOOWOOOBOOOOWOOOOOOOBOOOOBOOOOBBOOO,W
WW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWOWOOBBBOOKWWBBBOOOWOOOBOOOOWOOOOOOWOOOOOBOOOOBBOOO,B
WW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWOWOOBBBOOKWWBBBOOOWOBOOOOOOWOOOOOOWOOOOOBOOOOBBOOO,W
WW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOWOWOOBBBOOKWWBBBOOOWOOOOOOOOOOWOOOOWOOOOOBOOOOBBOOO,B
WW,OOOBBBOOOOOBOOOOOOOOOOWOOOOBOOWOWOOBBBOOKWWBBBOOOWOOOOOOOOOOWOOOOWOOOOOBOOOOBBOOO,W
WW,OOOBBBOOOOOBOOOOOOOOOOWOOOOBOOWOWOOBBBOOKOWBBBOOOWWOOOOOOOOOWOOOOWOOOOOBOOOOBBOOO,B
WW,OOOBBBOOOOOBOOOOOOOOOOWOOOOBOOWOWOOBBBOOKOWBBBOOOWWOOOOOOOOOWOOOOWOOOOOBOOOOBOOOB,W
WW,OOOBBBOOOOOBOOOOOOOOOOWOOOOBOOWOWOOBBBOOKOWBBBOOOWWOOOOOOOWOOOOOOWOOOOOBOOOOBOOOB,B
WW,OOOOBBOOOOOBOOOOOOOOOBWOOOOBOOWOWOOBBBOOKOWBBBOOOWWOOOOOOOWOOOOOOWOOOOOBOOOOBOOOB,W
WW,OOOOBBOOOOOBOOOOOOOOWOWOOOOBOOWOWOOBBBOOKOWBBBOOOWWOOOOOOOWOOOOOOOOOOOOBOOOOBOOOB,B
WW,OOOOBBOOOOOBOOOOOOOOWOWOOOOBOOWOWOOBBBOOKOWBBOOOOWWOOOOOOOWOOOOOOOOOOOOBBOOOBOOOB,W
WW,OOOOBBOOOOOBOOOOOOOOWOWOOOOBOWOOWOOBBBOOKOWBBOOOOWWOOOOOOOWOOOOOOOOOOOOBBOOOBOOOB,B
WW,OOOOBBOOOOOBOOOOOOOOWOWOOOOOBWOOWOOBBBOOKOWBBOOOOWWOOOOOOOWOOOOOOOOOOOOBBOOOBOOOB,W
WW,OOOOBBOOOOOBOOOOOOOWOOWOOOOOOWOOWOOBBBOOKOWBBOOOOWWOOOOOOOWOOOOOOOOOOOOBBOOOBOOOB,B
WW,OOOOBBOOOOOBOOOOOBOWOOWOOOOOOWOOWOOOBBOOKOWBBOOOOWWOOOOOOOWOOOOOOOOOOOOBBOOOBOOOB,W
WW,OOOOBBOOOOOBOOOOOBOWOOWOOOOOOWOOWOOOBBOOKOWBBOOOWOWOOOOOOOWOOOOOOOOOOOOBBOOOBOOOB,B
WW,OOOOBBOOOOOBOOOOOBOWOOWOOOOOOWOOWOOOBBOOKOWBBOOOWOWOOOOOOOWOOOOOOOOOOOOBOOBOBOOOB,W
WW,OOOOBBOOOOOBOOOOOBOWOOWOOOOOOWOOWOOOBBOOKOWBBOOOWOOWOOOOOOWOOOOOOOOOOOOBOOBOBOOOB,B
WW,OOOOBOOBOOOBOOOOOBOWOOWOOOOOOWOOWOOOBBOOKOWBBOOOWOOWOOOOOOWOOOOOOOOOOOOBOOBOBOOOB,W
WW,OOOOBOOBOOOBOOOOOBOOWOWOOOOOOWOOWOOOBBOOKOWBBOOOWOOWOOOOOOWOOOOOOOOOOOOBOOBOBOOOB,B
WW,OOOOBOOBOOOBOOOOOBOOWOWOOOOOOWOOWOOOBBOOKOWBBOOOWOOWOOOOOOWOOOOOOOOOOOOBOOBOBOBOO,W
WW,OOOOBOOBOOOBOOOOOBOOWOWOOOOOOWOOWOOOBBOOKOWBBOOOWOOWOOOOWOOOOOOOOOOOOOOBOOBOBOBOO,B
WW,OOOOBOOBOOOBOOOOOBOOWOWOOOOOOWOOWOOOBOOOKOWBBOOOWOOWOOOOWOOOOOOOOOOOOOOBOBBOBOBOO,W
WW,OOOOBOOBOOOBOOOOOBOOWOWOOOOOOOWOWOOOBOOOKOWBBOOOWOOWOOOOWOOOOOOOOOOOOOOBOBBOBOBOO,B
WW,OOOOBOOBOOOBOOOOOBOOWOWOOOOOOOWOWOOOBOOOKOWBBOOOWOOWOOOBWOOOOOOOOOOOOOOBOOBOBOBOO,W
WW,OOOOBOOBOOOBOOOOOBOOOOWOOOOOOOWOWOOOBOWOKOWBBOOOWOOWOOOBWOOOOOOOOOOOOOOBOOBOBOBOO,B
WW,OOOOBOOBOOOBOOOBOOOOOOWOOOOOOOWOWOOOBOWOKOWBBOOOWOOWOOOBWOOOOOOOOOOOOOOBOOBOBOBOO,W
WW,OOOOBOOBOOOBOOOBOOOOOOWOOOOOOOWOWOOOBOWOKOWBBOOOOOWWOOOBWOOOOOOOOOOOOOOBOOBOBOBOO,B
WW,OOOOBOOBOOOBOOOBOOOOOOWOOOOOOOWOWOOOBOWOKOWBBOOOOOWWOOOOWOOOOOOOOOOOOOOBOBBOBOBOO,W
WW,OOOOBOOBOOOBOOOBOOOOOOWOOOOOOOWOWOOOBOWOKOWBBOOOWOOWOOOOWOOOOOOOOOOOOOOBOBBOBOBOO,B
WW,OOOOBOOBOOOBOOOBOOOOOOWOOOOOOOWOWOOOBOWOKOWOBOOOWOOWOOOOWOOOOBOOOOOOOOOBOBBOBOBOO,W
WW,OOOOBOOBOOOBOOOBOOOOOOWOOOOOOOOWWOOOBOWOKOWOBOOOWOOWOOOOWOOOOBOOOOOOOOOBOBBOBOBOO,B
WW,OOOOBOOBOOOBOOOOBOOOOOWOOOOOOOOWWOOOBOWOKOWOBOOOWOOWOOOOWOOOOBOOOOOOOOOBOBBOBOBOO,W
WW,OOOOBOOBOOOBOOOOBOOOOOWOOOOOOOOWWOOOBOOWKOWOBOOOWOOWOOOOWOOOOBOOOOOOOOOBOBBOBOBOO,B
WW,OOOOBOOBOOOBOOOOBOOOOOWOOOOOOOOWWOOOBOOWKOWOBOOOWOOWOOOBWOOOOBOOOOOOOOOBOOBOBOBOO,W
WW,OOOOBOOBOOOBOOOOBOOOOOWOOOOOOOOWWOOOBOWOKOWOBOOOWOOWOOOBWOOOOBOOOOOOOOOBOOBOBOBOO,B
WW,OOOOBOOBOOOBOOOOOOOOOOWOOOOOOOOWWOBOBOWOKOWOBOOOWOOWOOOBWOOOOBOOOOOOOOOBOOBOBOBOO,W
WW,OOOOBOOBOOOBOOOOOOOOOOWOOOOOOOOWWWOOBOWOKOOOBOOOWOOWOOOBWOOOOBOOOOOOOOOBOOBOBOBOO,B
WW,OOOOBOOOOOOBOOOOOOOOOOWOOBOOOOOWWWOOBOWOKOOOBOOOWOOWOOOBWOOOOBOOOOOOOOOBOOBOBOBOO,W
WW,OOOOBOOOOOOBOOOOOOOOOOWOOBOOOOOWWWOOBOWOKOOOBOOOWOWOOOOBWOOOOBOOOOOOOOOBOOBOBOBOO,B
WW,OOOOBOOOOOOBOOOOOOOOOOWOOBOOOOOWWWOOBOWOKOOOBOOOWOWOOOOBWOOOBOOOOOOOOOOBOOBOBOBOO,W
WW,OOOOBOOOOOOBOOOOOOOOOOWOOBOOOOOWWWOOBOOWKOOOBOOOWOWOOOOBWOOOBOOOOOOOOOOBOOBOBOBOO,B
WW,OOOOBOOOOOOOOOOOOOOOOOWOOBOOOBOWWWOOBOOWKOOOBOOOWOWOOOOBWOOOBOOOOOOOOOOBOOBOBOBOO,W
WW,OOOOBOOOOOOOOOOOOOOOOOWOOBOOOBWWWWOOBOOOKOOOBOOOWOWOOOOBWOOOBOOOOOOOOOOBOOBOBOBOO,B
WW,OOOOBOOOOOOOOOOOOOOOBOWOOBOOOOWWWWOOBOOOKOOOBOOOWOWOOOOBWOOOBOOOOOOOOOOBOOBOBOBOO,W
WW,OOOOBOOOOOOOOOOOOOOOBOWOOBOOOOWWWWOOBOOOKOOOBOOOWWOOOOOBWOOOBOOOOOOOOOOBOOBOBOBOO,B
WW,OOOOBOOBOOOOOOOOOOOOBOWOOOOOOOWWWWOOBOOOKOOOBOOOWWOOOOOBWOOOBOOOOOOOOOOBOOBOBOBOO,W
WW,OOOOBOOBOOOOOOOOOOOOBOWOOOOOOOWWWWOOBOOOKOOOBOOOWOWOOOOBWOOOBOOOOOOOOOOBOOBOBOBOO,B
WW,OOOOBOOBOOOOOOOOOOOOBOWOOOOOOOWWWWOOBOOOKOOOBOOOWOWOOOOBWOBOOOOOOOOOOOOBOOBOBOBOO,W
WW,OOOOBOOBOOOOOOOOOOOOBOWOOOOOOOWWWWOOBOOOKOOOBOOOWWOOOOOBWOOOOOOOOOOOOOOBOOBOBOBOO,B
WW,OOOOBOOBOOOOOOOOOOOOBOWOOOOOOOWWWWOOBOOOKOOOBOOOWWOOOOOBWOOOOOOOOOOOOOOBOOBOBOOBO,W
WW,OOOOBOOBOOOOOOOOOOOOBOWOOOOOOOWWWWOOBOOOKOOOBOOOWOWOOOOBWOOOOOOOOOOOOOOBOOBOBOOBO,B
WW,OOOOBOOBOOOOOOOOOOOOBOWOOOOOOOWWWWOOBOOOKOOOBOOOWOWOOOOBWOOOOOOOOBOOOOOBOOOOBOOBO,W
WW,OOOOBOOBOOOOOOOOOOOOBOWOOOOOOWOWWWOOBOOOKOOOBOOOWOWOOOOBWOOOOOOOOBOOOOOBOOOOBOOBO,B
WW,OOOOBOOBOOOOOOOOOOOOBOWOOOOOOWOWWWOOBOOOKOOOBOOOWOWOOOOBWOOOOOOOBOOOOOOBOOOOBOOBO,W
WW,OOOOBOOBOOOOOOOOOOOOBOWOOOOOOWOWWWOOBOOOKOOOBOOOWOOWOOOBWOOOOOOOBOOOOOOBOOOOBOOBO,B
WW,OOOOBOOOBOOOOOOOOOOOBOWOOOOOOWOWWWOOBOOOKOOOBOOOWOOWOOOBWOOOOOOOBOOOOOOBOOOOBOOBO,W
WW,OOOOBOOOBOOOOOOOOOOOBOWOOOOOOOOWWWOOBOWOKOOOBOOOWOOWOOOBWOOOOOOOBOOOOOOBOOOOBOOBO,B
WW,OOOOBOBOOOOOOOOOOOOOBOWOOOOOOOOWWWOOBOWOKOOOBOOOWOOWOOOBWOOOOOOOBOOOOOOBOOOOBOOBO,W
WW,OOOOBOBOOOOOOOOOOOOOBOWOOOOOOOOWWWOOBOOOKOOOBOOWWOOWOOOBWOOOOOOOBOOOOOOBOOOOBOOBO,B
